"date","home_team","away_team","home_prob","draw_prob","away_prob","mode_home","mode_away","mode_prob","over_prob","under_prob","home_CS","away_CS"
"Sat 8 Dec","Portsmouth","Southend Utd",0.693052634625611,0.184221239473849,0.122705995483634,2,0,0.119931229810703,0.578685999328563,0.421314000671437,0.447426768402368,0.110342815313062
"Sat 8 Dec","Bristol Rovers","Doncaster",0.153955755164778,0.259706462232237,0.586337209207654,0,1,0.178502201383319,0.35916283306308,0.64083716693692,0.221800237440717,0.534395330482783
"Sat 8 Dec","Blackpool","Charlton",0.344621718155242,0.345032505016748,0.310345773582113,0,0,0.189820102923532,0.232696619387891,0.767303380612109,0.449126953827679,0.42264241923059
"Sat 15 Dec","Doncaster","Scunthorpe",0.756117557524326,0.143839319019661,0.0998973930657494,2,0,0.0951261137085007,0.713082560929525,0.286917439070475,0.394756433905906,0.0631712429771752
"Sat 15 Dec","Shrewsbury","Peterborough",0.148788863529579,0.196624262183116,0.654572461354055,0,2,0.109462802557075,0.582570653881033,0.417429346118967,0.119527232437047,0.405908467157191
"Sat 15 Dec","Rochdale","Plymouth",0.581432197876591,0.204203564614068,0.214347698922142,2,1,0.096463478938842,0.660471027252892,0.339528972747108,0.287747705588053,0.115852321809677
"Sat 15 Dec","Gillingham","Wycombe",0.400327491049807,0.22604520964894,0.373623524907573,1,1,0.0961241922344886,0.661667953883549,0.338332046116451,0.187965347857901,0.176256401760775
"Sat 15 Dec","Fleetwood","Burton Albion",0.473936871435345,0.311747282719595,0.214315802166064,1,0,0.185493168540302,0.277691590769442,0.722308409230558,0.509920227368101,0.314273664679609
"Sat 15 Dec","Southend Utd","Accrington",0.363253645352346,0.257950449286648,0.378795501050053,1,1,0.12235568808297,0.507201732565873,0.492798267434127,0.254473506945296,0.263206556156536
"Sat 15 Dec","Oxford Utd","Blackpool",0.133525812249435,0.233769551172971,0.632702887751735,0,1,0.166708324676156,0.408649879282931,0.591350120717069,0.184063350352035,0.535139328373875
"Sat 15 Dec","Coventry City","Luton Town",0.169621250997062,0.302020092564137,0.528358572269168,0,1,0.204046491531808,0.26997166608261,0.73002833391739,0.290211749948439,0.568320984346734
